business_id,sector,county,quarter,business_age_years,num_employees,payroll_cost_kes,owner_education_level,monthly_marketing_spend_kes,advertising_budget_kes,avg_daily_foot_traffic,online_presence_score,loan_amount_kes,interest_rate_pct,inflation_rate_pct,competitor_density,customer_satisfaction_score,monthly_revenue_kes
91,Retail,Nairobi,Q1,1.2,9,366508.0,Secondary,71284.0,86460.0,22.0,27.2,0.0,16.99,6.91,3,4.8,5085393.0
92,Manufacturing,Nairobi,Q4,3.6,16,483261.0,Tertiary,21261.0,22708.0,28.6,69.9,0.0,19.68,7.37,5,4.5,5007344.0
93,Hospitality,Other,Q1,4.8,10,290025.0,Secondary,6771.0,7423.0,170.3,17.2,41152.0,11.56,6.73,6,3.1,607633.0
94,Hospitality,Mombasa,Q2,8.2,12,287790.0,Tertiary,49071.0,48067.0,71.5,28.3,305025.0,15.55,7.07,1,5.0,3802240.0
95,Hospitality,Other,Q2,10.6,6,148690.0,Secondary,48700.0,50480.0,64.7,26.8,274928.0,16.9,6.91,13,3.6,1365055.0
96,Manufacturing,Nakuru,Q3,8.8,10,152972.0,Tertiary,59046.0,61612.0,70.4,60.5,0.0,13.53,6.56,3,4.7,6973966.0
97,Hospitality,Nairobi,Q3,6.7,8,281979.0,Tertiary,24402.0,26833.0,35.8,62.8,0.0,14.41,6.23,10,3.5,2627054.0
98,Retail,Nairobi,Q4,5.4,11,223590.0,Secondary,32338.0,33827.0,50.9,100.0,142758.0,17.46,7.33,9,4.2,2358421.0
99,Retail,Other,Q4,6.2,11,412388.0,Secondary,18261.0,19687.0,82.6,53.0,246000.0,15.85,7.51,9,4.5,1953780.0
100,Technology,Nairobi,Q1,3.4,10,284746.0,Tertiary,17638.0,18965.0,,72.0,0.0,15.86,6.85,10,2.5,1785087.0
101,Technology,Other,Q1,5.8,10,283517.0,Primary,31156.0,31959.0,,58.5,166589.0,12.36,6.89,3,5.0,979180.0
102,Manufacturing,Nairobi,Q4,4.7,8,228100.0,Secondary,51926.0,52837.0,44.0,70.2,0.0,15.4,7.39,6,3.1,3246806.0
103,Retail,Nakuru,Q2,20.3,9,328628.0,Tertiary,44430.0,44274.0,39.4,58.2,0.0,14.23,7.28,4,3.4,4474235.0
104,Technology,Other,Q1,6.3,8,300979.0,Postgraduate,26574.0,30204.0,,79.2,0.0,14.4,6.94,3,3.2,2270161.0
105,Services,Nairobi,Q4,0.7,9,235818.0,Tertiary,54856.0,56271.0,35.7,31.8,667082.0,13.77,7.47,7,3.2,3265278.0
106,Manufacturing,Nairobi,Q3,3.8,8,164561.0,Secondary,8873.0,9550.0,83.8,1.2,0.0,15.41,6.64,4,3.3,1977442.0
107,Hospitality,Other,Q1,4.4,9,307339.0,Postgraduate,110580.0,114724.0,39.3,64.2,448546.0,12.72,6.91,3,2.7,1224392.0
108,Retail,Nairobi,Q4,9.6,7,161547.0,Tertiary,9768.0,11086.0,80.8,15.3,0.0,15.54,7.33,3,4.3,2167637.0
109,Retail,Mombasa,Q3,6.9,11,208315.0,Tertiary,24986.0,22261.0,72.3,83.9,118954.0,14.33,6.3,8,3.8,3545506.0
110,Technology,Mombasa,Q3,6.7,13,416417.0,Tertiary,30808.0,33095.0,,42.9,0.0,12.52,6.56,5,3.6,4490515.0
111,Hospitality,Nairobi,Q4,12.5,5,181193.0,Secondary,31658.0,30063.0,33.4,32.2,154939.0,9.26,7.48,7,4.5,3079969.0
112,Retail,Eldoret,Q2,15.4,11,260445.0,Secondary,51247.0,55412.0,33.5,100.0,0.0,18.53,7.26,8,5.0,4438784.0
113,Hospitality,Eldoret,Q2,8.6,11,339405.0,Tertiary,12990.0,13487.0,252.3,54.6,61094.0,17.89,6.96,7,2.5,1963726.0
114,Agriculture,Mombasa,Q3,4.1,9,244667.0,Primary,33180.0,30915.0,127.6,50.4,81228.0,12.92,6.36,12,5.0,2352518.0
115,Retail,Other,Q1,4.2,6,195658.0,Tertiary,41971.0,45203.0,46.4,71.5,0.0,17.68,6.87,3,3.7,3577940.0
116,Services,Nairobi,Q1,11.5,8,258447.0,Secondary,56242.0,60063.0,34.7,72.9,214442.0,12.22,6.79,5,2.6,3567855.0
117,Services,Nairobi,Q4,4.2,7,181872.0,Secondary,21082.0,21746.0,31.5,80.1,302287.0,14.52,7.12,1,4.0,2528860.0
118,Manufacturing,Kisumu,Q1,5.2,11,246864.0,Secondary,28791.0,29990.0,124.4,25.7,245604.0,13.8,6.86,9,3.6,2753092.0
119,Hospitality,Other,Q3,3.8,13,272829.0,Tertiary,26005.0,27641.0,41.4,66.8,0.0,14.61,6.22,10,4.4,1566240.0
120,Manufacturing,Nairobi,Q2,2.2,18,544895.0,Tertiary,40584.0,46439.0,36.5,48.5,0.0,17.57,6.96,8,3.8,2272226.0
121,Agriculture,Nairobi,Q1,19.3,14,301884.0,Secondary,40769.0,41782.0,35.8,34.7,0.0,14.21,7.0,5,4.0,2664408.0
122,Manufacturing,Kisumu,Q3,5.2,8,230584.0,Secondary,20417.0,23093.0,91.6,56.1,0.0,14.41,6.77,6,3.4,1983919.0
123,Retail,Other,Q4,13.7,10,334937.0,Secondary,25640.0,26845.0,55.4,15.2,0.0,17.88,7.22,7,2.9,2923447.0
124,Hospitality,Nairobi,Q2,4.2,12,308721.0,Tertiary,27057.0,31215.0,126.8,75.3,129174.0,15.7,7.05,4,4.3,5807194.0
125,Retail,Mombasa,Q1,3.3,13,346943.0,Secondary,11252.0,11602.0,191.3,48.6,402307.0,13.61,6.81,4,3.3,1728014.0
126,Agriculture,Eldoret,Q1,8.1,10,350678.0,Tertiary,34490.0,34376.0,72.4,44.5,0.0,16.27,7.07,12,4.0,1970886.0
127,Hospitality,Mombasa,Q1,10.6,15,367055.0,Secondary,33551.0,32283.0,77.1,52.0,0.0,18.68,6.73,10,4.9,4023270.0
128,Retail,Nairobi,Q4,11.0,10,223562.0,Secondary,11354.0,11891.0,53.4,51.3,537381.0,18.88,7.33,5,3.6,2481435.0
129,Retail,Nairobi,Q2,4.7,8,198525.0,Tertiary,36122.0,35636.0,70.4,80.1,0.0,11.26,7.33,5,4.3,6261523.0
130,Agriculture,Mombasa,Q2,8.7,8,305678.0,Tertiary,120710.0,140308.0,14.8,30.9,94334.0,11.42,7.04,6,3.7,3344034.0
131,Retail,Mombasa,Q1,3.6,9,353025.0,Primary,14259.0,13978.0,81.6,46.6,351350.0,18.7,6.91,7,3.4,2161110.0
132,Technology,Other,Q2,5.7,14,394518.0,Postgraduate,11253.0,11194.0,,50.2,40260.0,14.58,6.88,5,2.5,1674519.0
133,Agriculture,Nakuru,Q4,4.4,6,137445.0,Secondary,41607.0,45621.0,29.9,31.6,0.0,8.46,7.37,6,3.7,867727.0
134,Hospitality,Nakuru,Q2,3.9,10,360789.0,Secondary,20319.0,23262.0,172.5,58.5,45258.0,13.16,6.85,9,3.6,3352802.0
135,Agriculture,Other,Q3,5.9,8,158566.0,Secondary,51357.0,56928.0,44.6,39.1,410842.0,14.1,6.34,3,3.0,1754166.0
136,Retail,Mombasa,Q1,2.2,10,293068.0,Tertiary,24750.0,28084.0,146.1,24.1,330523.0,14.5,6.93,4,2.1,2342321.0
137,Technology,Mombasa,Q1,10.0,6,167205.0,Tertiary,16650.0,17375.0,,66.6,0.0,17.95,6.79,6,2.4,1645836.0
138,Agriculture,Other,Q3,3.9,11,372441.0,Primary,24451.0,25544.0,27.4,89.0,289793.0,12.53,6.45,12,5.0,1345604.0
139,Services,Nairobi,Q1,9.7,5,175308.0,Postgraduate,40761.0,49360.0,122.6,56.1,630315.0,18.49,6.69,6,,2382780.0
140,Retail,Eldoret,Q2,2.6,7,148010.0,Tertiary,39809.0,47183.0,65.1,52.7,0.0,16.41,7.07,3,2.6,2593001.0
141,Agriculture,Eldoret,Q2,3.9,11,321154.0,Postgraduate,8010.0,8868.0,86.5,52.3,0.0,11.38,7.15,2,3.2,3131270.0
142,Agriculture,Nairobi,Q1,2.2,14,338207.0,Tertiary,40680.0,46315.0,54.3,43.6,98704.0,14.48,6.95,8,3.7,2045906.0
143,Technology,Mombasa,Q3,2.1,5,133646.0,Postgraduate,27636.0,30916.0,,80.7,280349.0,17.08,6.11,7,,2382780.0
144,Agriculture,Nairobi,Q4,2.9,10,302905.0,Tertiary,29312.0,27950.0,18.2,57.1,0.0,15.63,7.28,8,3.5,1018030.0
145,Agriculture,Nairobi,Q1,2.6,4,103092.0,Secondary,34508.0,36124.0,90.6,7.1,58750.0,16.71,6.82,8,5.0,739543.0
146,Retail,Mombasa,Q4,2.2,6,166639.0,Tertiary,11072.0,12952.0,64.1,81.4,368057.0,13.62,7.39,4,5.0,3034710.0
147,Hospitality,Nairobi,Q3,5.4,9,306541.0,Tertiary,7705.0,8535.0,77.5,76.0,198168.0,17.28,6.56,7,4.0,2012365.0
148,Agriculture,Eldoret,Q3,8.0,8,272510.0,Tertiary,8266.0,8637.0,88.0,68.2,0.0,14.22,6.54,4,3.4,909684.0
149,Hospitality,Other,Q1,8.3,8,239659.0,Tertiary,49249.0,57656.0,84.1,0.0,0.0,23.65,6.75,6,,2382780.0
150,Retail,Other,Q4,1.1,11,311372.0,Primary,48975.0,52870.0,92.9,54.9,0.0,11.28,7.32,6,2.6,1806493.0
151,Services,Nairobi,Q1,4.4,11,237044.0,Tertiary,2608.0,2896.0,17.8,74.7,195776.0,24.13,6.76,5,,2382780.0
152,Services,Nairobi,Q4,4.1,6,206493.0,Secondary,25598.0,27645.0,55.2,63.3,24803.0,12.46,7.57,3,3.8,1467060.0
153,Retail,Nairobi,Q3,12.6,7,223917.0,Postgraduate,17863.0,19529.0,27.0,59.5,0.0,19.57,6.39,3,2.7,5060572.0
154,Agriculture,Nairobi,Q2,4.5,8,227095.0,Secondary,12311.0,13530.0,8.1,74.7,0.0,18.15,7.09,3,3.2,1347690.0
155,Retail,Other,Q1,5.1,5,144099.0,Secondary,55805.0,64397.0,85.6,58.1,366699.0,12.59,6.83,7,4.2,2107118.0
156,Manufacturing,Mombasa,Q3,1.6,7,191404.0,Tertiary,63254.0,73653.0,189.1,81.5,0.0,17.42,6.73,8,2.4,3007801.0
157,Hospitality,Nairobi,Q1,2.8,14,428444.0,Tertiary,30329.0,30751.0,9.3,58.6,1087692.0,13.91,6.75,4,3.0,2472490.0
158,Manufacturing,Other,Q3,1.5,10,327223.0,Tertiary,17024.0,18359.0,91.0,56.8,273725.0,16.38,6.64,5,3.3,1348639.0
159,Services,Mombasa,Q4,5.7,7,281786.0,Postgraduate,19505.0,22464.0,51.3,74.6,499256.0,15.97,7.58,7,4.5,20260736.0
160,Services,Nairobi,Q2,12.9,5,151163.0,Secondary,10609.0,11028.0,60.0,46.2,0.0,14.38,7.09,11,5.0,3347345.0
161,Retail,Nairobi,Q1,2.9,9,348978.0,Tertiary,19261.0,18207.0,89.1,30.9,0.0,14.12,6.77,7,4.0,2527962.0
162,Technology,Nakuru,Q1,4.5,6,196554.0,Secondary,13697.0,13387.0,,55.1,269784.0,16.59,6.75,3,1.2,1205390.0
163,Retail,Eldoret,Q1,2.6,8,208883.0,Tertiary,60543.0,59504.0,54.3,68.0,149720.0,12.61,6.76,7,2.8,3084831.0
164,Retail,Nairobi,Q1,3.4,7,127713.0,Tertiary,5271.0,5341.0,44.7,75.4,0.0,12.73,6.93,7,5.0,2273681.0
165,Agriculture,Other,Q1,5.8,5,147562.0,Primary,45530.0,45089.0,82.2,75.5,357788.0,18.56,6.83,4,3.8,1827951.0
166,Hospitality,Other,Q3,16.8,10,377411.0,Tertiary,12950.0,14664.0,11.8,53.5,56792.0,16.87,6.54,6,1.6,8436196.0
167,Services,Other,Q2,12.5,8,202754.0,Tertiary,40429.0,41555.0,88.6,51.2,0.0,11.32,6.93,8,5.0,5055859.0
168,Services,Nairobi,Q4,14.9,8,220180.0,Secondary,23691.0,27266.0,51.5,42.0,0.0,12.29,7.25,6,2.6,2039194.0
169,Hospitality,Nairobi,Q4,9.8,7,204759.0,Postgraduate,46015.0,44155.0,138.0,60.5,365038.0,8.66,7.72,6,4.2,7229091.0
170,Technology,Other,Q4,4.5,13,400449.0,Tertiary,8634.0,8821.0,,18.9,148869.0,18.41,7.37,4,,2382780.0
171,Hospitality,Nairobi,Q3,4.0,8,207552.0,Secondary,16419.0,17377.0,133.9,55.5,0.0,17.7,6.38,3,5.0,6223121.0
172,Agriculture,Kisumu,Q2,2.9,13,317949.0,Tertiary,20432.0,22779.0,32.4,100.0,316335.0,12.02,7.31,5,2.6,2382861.0
173,Retail,Eldoret,Q4,0.4,7,208487.0,Secondary,27434.0,31316.0,30.5,21.9,0.0,17.58,7.44,5,3.2,1645585.0
174,Technology,Nairobi,Q1,4.4,9,220778.0,Primary,27138.0,27326.0,,58.5,0.0,21.85,6.89,4,4.5,2467848.0
175,Retail,Eldoret,Q2,13.0,5,91055.0,Tertiary,10521.0,11884.0,152.3,63.3,0.0,10.57,7.08,9,3.3,3094499.0
176,Retail,Other,Q2,12.9,9,339263.0,Secondary,8078.0,7395.0,61.7,66.1,108652.0,13.53,7.05,5,4.1,2954715.0
177,Hospitality,Eldoret,Q3,20.8,4,137383.0,Secondary,21402.0,23963.0,43.5,33.7,0.0,10.5,6.47,4,,2382780.0
178,Technology,Mombasa,Q3,6.1,6,254426.0,Tertiary,24907.0,23480.0,,66.3,0.0,18.54,6.29,4,3.8,3056074.0
179,Services,Other,Q4,1.9,9,302645.0,Primary,20520.0,22280.0,40.0,43.2,0.0,15.19,7.39,2,2.8,359527.0
180,Services,Kisumu,Q4,7.7,3,100032.0,Tertiary,5256.0,5993.0,80.7,23.6,169099.0,14.23,7.44,4,3.1,1020307.0
181,Services,Eldoret,Q2,17.0,13,357981.0,Tertiary,25704.0,28813.0,61.5,75.9,0.0,16.23,7.38,6,3.4,3979320.0
182,Services,Other,Q4,14.1,4,110746.0,Secondary,35757.0,32856.0,42.5,69.6,36903.0,13.72,7.41,7,4.2,2615401.0
183,Agriculture,Eldoret,Q1,3.7,7,223134.0,Tertiary,30292.0,30723.0,63.7,33.7,110143.0,14.21,6.45,9,4.3,2241887.0
